# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	35       2.83017565236815      5.002110422310052      1.013115915711731
	36      1.303224954561147      7.781319448553245      6.276580069819169
	37      7.514630518457159      4.114798164126356      4.210025070724132
	38       5.71771311962241     0.7362301150491118     0.7921306644295515
	39      6.350178391492061       5.51774264538866      4.607982836760527
	40      5.423813664028848     0.8826344139149824      2.714751760503662
	41      2.791449415611532      6.889639159913853      7.423260027036658
	42      1.287745344778871      2.037092425166901     0.1688885565501367
	43      5.335766124731354      5.804412587852344      3.165342168590766
	44      2.178547089147925      1.715318512154573       6.32047067016731
	45      4.891290241044492     0.6518642775826849      1.614688331816639
	46      6.495753544969744      5.617000490437814      7.517218814679411
	47      3.394980807027176      3.653090090849595     0.0647175364504174
	48      6.690517708763834       7.54840260875148       7.35595287973694
	49      5.717287713500732     0.8364493375162935     0.4751549318204094
	50      2.456863256124232      2.988144879780636      3.767795272124226
	51      5.357250402153783      1.889532512091571      7.990948830573144
	52      4.051012643593062      7.082437393092285      4.974605085207892
	53      1.806111175604179      3.391644375055693      6.303342475334015
	54     0.7998124423035048      3.468603790401469      3.415054447950456
	55      4.222269063241993      6.300038265998712       7.56876243692873
	56      1.408040246876557      1.638664524220399     0.5378691566233128
	57      0.112040407563278      4.683264533351366      1.288993486293069
	58      2.034808536201798      5.700733926326911      5.574266168661745
	59      3.280349171080375      0.344307508726707       1.54316646990895
	60      1.699160262590298      3.902722273212435     0.3165622796584074

	:                19                    20                    21  :=
	1       0.644225996331464      7.559652798405279       5.60184281639855
	2       1.548144417408797      2.711886707644096     0.4018612272914167
	3       2.257392546628297      3.550254667392768      1.802859038279679
	4        6.09527091375258     0.9609130537133761     0.7356871468188593
	5       5.438712991765874      2.149754736924742      7.087128079361469
	6       6.117355166896921      1.012971322366203      4.859930131456631
	7       3.284292885578436      1.908727204570015   0.003702585202758942
	8       2.491923910310116      4.894470799582364      3.567546855235162
	9       1.362877901194574      2.983752898784469      3.776814960446408
	10     0.3937093911561086      6.741857795510316       2.50175078443435
	11      3.747053303798231     0.4389375244579851      1.945620113524047
	12      7.539569306915733      3.172191494819583      4.812663541747118
	13      1.660906303624375      5.806662371036199       2.64037742275789
	14      1.193666109316717      5.473953080790771      4.698490899478766
	15       3.14316096399706      7.867081141300408      0.943250787051905
	16      5.717218597002289      6.129862126889399      3.125088206947226
	17      2.088020058731402      4.961644784675099     0.9715206762294063
	18      4.915431276500099      3.315293955455266      6.823549274609713
	19      7.846552953410028      3.283458977431558     0.3658969366235621
	20      2.615109117146764      4.832509244255092      2.684671141778425
	21      7.623993928871555      7.759439383112867      4.322470886161822
	22      1.955936385631384     0.6112277427961652      5.786321997202269
	23      2.226167934790669      1.808166749845865     0.2127255838838153
	24      4.682878160933621      4.124174670390953      4.534388762975289
	25       6.04307191708678      6.605929205454451       1.85417491048493
	26     0.3256930444416672      6.587359687373086      7.961099039244481
	27      3.539137818395687       3.04109558071217      2.694865981336156
	28      5.397417830841834     0.7111592658111949      7.547138206089981
	29      1.057231512510491      2.438340540889732     0.2666618220006732
	30      4.781512975674344       7.14559634925399      5.419882008773485
	31     0.2003183735950706      2.254639737689763      7.392779288950495
	32      4.812915050833172      7.247182969108516      6.948633451661602
	33     0.1596747339813885       2.84957236105742     0.9113619204032437
	34      6.669760928820479      7.423972036534172      5.049874037626495
	35     0.1247193643832576      2.773476064274838      5.432423265398556
	36        3.0200353868615      6.136097336306319      2.473173822727051
	37      4.244747573356984       6.01103550163912      7.121369604505014
	38      6.339653911041669      7.301913230404807      2.213365036795882
	39      7.430680528159724      4.713901711218386      7.897732380302422
	40      3.078504011947864      4.294229629520887      1.736397907021694
	41    0.08074531977939212      5.588713439257028       3.50245235390175
	42      1.719751665800354      5.802241026764489      3.791529819287288
	43       3.69842273370897      4.908754237772683      7.184938476711009
	44     0.5118261296079269      5.011615611609153      6.170958768269047
	45     0.6979614162950102     0.1172833001924228      2.691690714688474
	46    0.09338476954493687      3.819248546274916      7.688458064845547
	47      7.222286634880359      2.587417431179481      2.592934117597788
	48      5.507325538657835     0.8492270699045257      6.916011491378243
	49       3.52183615744171      6.223989506418572      7.763151731494816
	50      2.064353076240084      2.124651978186705      3.888890089021478
	51      7.399875924451965      5.264509695335308      7.015539827794862
	52      6.226302961213975      5.719928673333682     0.1045767256217543
	53      5.368274568246939     0.9717654985904685      5.212493396154681
	54       5.66621759495604      7.191515765786544     0.5044627486926504
	55      6.168244561941064       5.26592700773959     0.4213109449370569
	56      6.017721510155422      1.653406428648838      6.237008971368516
	57      3.872703894477269      1.031804547761368      7.294015878725632
	58      5.579100584805685      1.666123798446985      5.725744480857558
	59     0.6068857478559715      7.642431365877937      2.398376722269007
	60      5.955972738263691      6.179645911257929      2.398098977409725

	:                22                    23                    24  :=
	1       5.927159314088525      5.240469000199903      4.509024336717786
	2       4.967974388931104      2.070100144710091      7.208422628047416
	3       4.417633390594069      3.012446625185168       2.39345226350633
	4       2.602348522303366      1.643844241532946      7.652547510668314
	5        2.93974850100797      1.211164036831266      5.047058795573353
	6       5.647459461258597      7.020900133987689      5.917404394924561
	7       4.101910326054911      7.860047859790506      6.212479824554027
	8        1.00027812040619      4.055267443528054       4.24378929968251
	9       3.894493885508496     0.3966867268643102      4.514653530971598
	10       2.57268411893585       1.53129642702452      7.728555082321524
	11      4.876134960509656       6.82642530461098        3.6029692982904
	12     0.9896178603913155      7.695809444114447      7.814067174303267
	13      5.120289042551834     0.3696504385569742       1.63384709302335
	14      4.071332298588176      7.802443759022278      2.161072079866674
	15     0.9267659855885598      5.543307283282757      1.265996479342472
	16      6.421423309509394      4.628914906898648      6.990847327704091
	17     0.8131066461371967      6.219013176968396      0.705977153640698
	18       6.50220538607406      4.415856998437722      3.284608491731428
	19      6.532067966257986      4.881240311835133      2.200849892482518
	20      3.273802109721061      1.157382966302841      2.773476329817791
	21       2.86768090850868      6.188135669253859      2.601234501770644
	22      3.617765231926072      7.384499077392985      1.359768843058522
	23      0.960438325468879      2.082775767949941      7.561137658897601
	24      3.786906335568064      5.184354872213477      2.100995415019234
	25      7.192923067284984      5.077304552569031      7.289147731143457
	26     0.8272431326922094     0.1015248384543359      7.340182420655069
	27      5.941996611895756      6.868488157883968     0.7698108533635885
	28      4.611168549972514      1.015732694428721      1.599950233531338
	29      2.155487520615331      2.605977297083791      1.592682865874483
	30     0.4321009488809505       1.49913600047451     0.4814495724704407
	31      7.974628122082601      6.619572319830469      4.336693775495915
